"Division","Sch.Name","English: Reading_All Students","History and Social Sciences_All Students","Mathematics_All Students","Science_All Students","English: Reading_Asian","History and Social Sciences_Asian","Mathematics_Asian","Science_Asian","English: Reading_Black","History and Social Sciences_Black","Mathematics_Black","Science_Black","English: Reading_Economically Disadvantaged","History and Social Sciences_Economically Disadvantaged","Mathematics_Economically Disadvantaged","Science_Economically Disadvantaged","English: Reading_English Learners","History and Social Sciences_English Learners","Mathematics_English Learners","Science_English Learners","English: Reading_Female","History and Social Sciences_Female","Mathematics_Female","Science_Female","English: Reading_Hispanic","History and Social Sciences_Hispanic","Mathematics_Hispanic","Science_Hispanic","English: Reading_Male","History and Social Sciences_Male","Mathematics_Male","Science_Male","English: Reading_Students with Disabilities","History and Social Sciences_Students with Disabilities","Mathematics_Students with Disabilities","Science_Students with Disabilities","English: Reading_White","History and Social Sciences_White","Mathematics_White","Science_White","English: Writing_All Students","English: Writing_Asian","English: Writing_Black","English: Writing_Economically Disadvantaged","English: Writing_English Learners","English: Writing_Female","English: Writing_Hispanic","English: Writing_Male","English: Writing_Students with Disabilities","English: Writing_White"
"Fairfax County Public Schools","Glasgow Middle",69,80,79,68,81,95,91,87,85,94,90,87,59,73,72,58,20,44,44,22,73,81,82,69,52,66,67,50,65,80,75,68,36,50,48,37,87,93,91,88,75,92,81,66,100,83,57,68,46,88
"Fairfax County Public Schools","Twain Middle",82,87,86,81,88,91,91,83,79,86,79,82,64,74,74,58,31,51,53,26,85,87,90,82,68,75,78,65,79,86,83,80,47,55,46,46,91,94,94,92,78,86,75,57,21,83,61,72,29,87
"Fairfax County Public Schools","Longfellow Middle",95,98,97,97,95,100,99,98,92,100,95,93,78,91,87,89,28,40,67,65,95,97,97,97,88,92,90,93,94,99,96,98,74,89,81,84,96,98,97,98,94,98,93,76,NA,96,84,93,60,94
"Fairfax County Public Schools","Thoreau Middle",88,93,91,89,90,95,96,93,76,94,78,82,61,71,71,56,31,42,61,37,90,95,93,91,67,74,76,59,85,92,89,88,51,68,66,62,92,96,94,94,81,93,65,42,30,89,53,74,39,84
"Fairfax County Public Schools","Poe Middle",66,89,68,73,87,98,90,93,71,87,67,75,61,88,63,70,27,78,36,41,69,93,72,74,56,86,59,63,64,85,64,71,50,67,54,60,85,90,84,86,64,92,43,59,82,73,57,54,56,63
"Fairfax County Public Schools","Irving Middle",89,95,92,91,91,95,95,90,82,92,87,86,75,84,83,77,43,36,60,29,89,94,92,90,81,87,86,82,90,96,92,92,63,77,67,66,94,98,95,96,85,95,76,72,13,88,72,82,46,89
"Fairfax County Public Schools","Lanier Middle",84,88,85,82,90,92,94,93,82,80,73,72,67,75,73,64,34,28,51,37,88,89,87,83,71,78,73,68,80,87,82,80,54,53,46,44,88,94,91,88,81,93,73,69,13,88,69,75,39,86
"Fairfax County Public Schools","Falls Church High",72,74,78,76,86,91,95,95,76,66,79,68,60,65,73,66,15,41,57,38,75,72,81,77,58,61,68,60,69,76,76,75,57,42,63,47,92,94,89,93,80,92,90,70,19,83,70,77,57,88
"Fairfax County Public Schools","Archer Elementary",91,100,94,90,98,100,99,97,NA,NA,NA,NA,47,NA,65,31,15,NA,44,0,92,100,94,91,64,100,73,61,91,100,95,89,81,100,83,80,94,100,97,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairfax County Public Schools","Braddock Elementary",61,84,80,84,77,88,91,95,68,73,80,88,58,81,77,81,43,77,70,63,64,84,75,80,55,83,77,80,59,84,84,88,40,85,60,54,80,100,88,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairfax County Public Schools","Waynewood Elementary",91,99,94,91,86,NA,100,NA,50,NA,67,NA,40,NA,80,NA,67,NA,67,NA,93,98,94,95,87,NA,78,83,89,100,94,88,79,100,84,58,92,99,96,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairfax County Public Schools","Justice High",73,68,79,74,81,85,89,84,90,82,82,84,67,61,75,69,13,33,60,39,79,67,79,75,57,51,70,61,68,69,78,74,51,35,65,44,93,89,92,90,83,85,92,76,29,87,70,78,58,96
"Fairfax County Public Schools","Madison High",92,90,90,94,91,96,99,99,100,74,75,89,57,64,58,62,14,38,37,25,94,88,92,95,59,68,65,71,90,92,89,93,83,76,80,84,97,94,94,97,85,89,100,43,5,85,42,85,73,94
"Fairfax County Public Schools","Churchill Road Elementary",91,98,94,94,96,100,99,98,92,NA,92,100,92,100,83,NA,61,NA,86,50,91,100,93,95,89,89,83,75,92,96,95,93,70,87,68,56,89,97,92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairfax County Public Schools","Parklawn Elementary",53,49,67,69,64,NA,83,88,57,52,71,66,49,54,64,65,30,NA,51,48,56,48,68,70,41,53,54,58,51,50,66,69,13,NA,17,7,69,29,80,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairfax County Public Schools","Lee High",79,70,71,74,89,85,84,88,83,79,72,82,71,62,68,68,32,31,51,22,82,70,75,76,68,55,61,60,75,70,67,73,53,44,50,47,88,88,84,87,78,86,82,70,17,81,66,75,56,89
"Fairfax County Public Schools","Chesterbrook Elementary",92,99,97,96,86,100,96,93,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,67,NA,94,100,96,98,88,NA,94,NA,91,98,98,94,74,100,83,70,93,98,97,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Virginia L. Murray Elementary",91,96,96,90,100,NA,100,NA,67,NA,67,NA,70,NA,78,NA,NA,NA,NA,NA,97,95,98,95,NA,NA,NA,NA,87,97,94,87,50,100,67,83,93,97,96,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Benjamin F. Yancey Elementary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Murray High",100,86,83,94,NA,NA,NA,NA,NA,NA,NA,NA,100,75,71,88,NA,NA,NA,NA,100,83,83,100,NA,NA,NA,NA,100,90,83,83,100,100,80,67,100,88,82,94,86,NA,NA,67,NA,90,NA,83,86,85
"Albemarle County Public Schools","Albemarle High",82,73,76,77,82,87,93,86,52,40,55,47,54,50,62,53,19,39,53,26,85,71,76,77,59,54,60,56,79,75,76,77,45,45,60,46,95,87,86,90,82,81,49,52,13,84,58,80,46,95
"Essex County Public Schools","Tappahannock Elementary",70,NA,80,NA,NA,NA,NA,NA,67,NA,74,NA,63,NA,80,NA,50,NA,100,NA,73,NA,78,NA,67,NA,100,NA,69,NA,82,NA,27,NA,27,NA,86,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Essex County Public Schools","Essex Intermediate",69,56,66,64,88,NA,100,NA,62,52,59,55,65,53,60,56,75,60,83,80,70,63,67,51,75,50,69,60,68,48,64,76,30,38,36,50,78,68,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Essex County Public Schools","Essex High",67,60,59,65,NA,NA,NA,NA,60,51,58,54,60,54,55,57,33,50,100,56,74,62,64,69,67,57,80,58,61,59,53,61,28,19,19,20,80,73,55,81,54,NA,50,49,40,69,29,42,24,67
"Dinwiddie County Public Schools","Sutherland Elementary",78,93,90,73,NA,NA,NA,NA,78,93,91,67,73,90,88,66,29,NA,75,NA,81,95,90,70,72,100,83,75,74,91,91,77,53,79,88,60,81,91,93,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinwiddie County Public Schools","Dinwiddie County High",77,73,76,80,NA,NA,NA,NA,63,64,71,69,68,65,70,72,NA,NA,NA,NA,85,75,79,82,94,74,86,71,70,71,72,77,59,50,68,59,85,79,79,87,78,NA,68,70,NA,86,83,71,54,85
"Dinwiddie County Public Schools","Dinwiddie County Middle",74,73,74,68,NA,NA,NA,NA,65,62,66,54,70,66,68,59,17,NA,17,NA,78,75,79,68,71,81,69,69,71,71,69,69,44,45,45,45,80,79,78,75,62,NA,55,50,NA,77,60,47,25,65
"Dinwiddie County Public Schools","Dinwiddie Elementary",76,88,87,85,NA,NA,NA,NA,63,73,75,87,65,83,80,81,NA,NA,NA,NA,76,94,89,85,NA,NA,NA,NA,75,81,84,85,55,50,64,55,83,93,92,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinwiddie County Public Schools","Midway Elementary",89,92,97,85,NA,NA,NA,NA,81,83,95,83,85,96,96,86,NA,NA,NA,NA,87,84,96,75,NA,NA,NA,NA,90,100,98,94,71,92,89,77,89,95,97,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinwiddie County Public Schools","Sunnyside Elementary",78,95,92,91,NA,NA,NA,NA,66,100,93,100,71,93,90,89,NA,NA,NA,NA,79,89,92,85,60,NA,100,NA,78,100,91,96,63,100,89,92,83,94,92,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinwiddie County Public Schools","Southside Elementary",78,87,89,87,NA,NA,NA,NA,85,100,89,100,75,83,85,83,40,NA,87,NA,80,91,91,91,67,77,94,77,76,84,87,84,53,60,67,60,75,83,86,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Jackson P. Burley Middle",73,75,86,69,86,100,100,100,53,55,68,39,52,51,75,37,21,25,58,8,79,79,92,74,49,40,80,43,67,71,81,64,38,42,63,50,86,91,94,85,68,89,49,44,NA,76,33,61,36,81
"Dickenson County Public Schools","Sandlick Elementary",82,75,94,88,NA,NA,NA,NA,NA,NA,NA,NA,78,74,91,76,NA,NA,NA,NA,82,66,93,91,NA,NA,NA,NA,82,84,95,83,59,57,79,64,82,76,95,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dickenson County Public Schools","Ervinton Elementary",92,89,87,91,NA,NA,NA,NA,NA,NA,NA,NA,92,88,87,88,NA,NA,NA,NA,92,100,89,85,NA,NA,NA,NA,91,85,86,100,79,NA,64,83,92,89,87,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dickenson County Public Schools","Ridgeview Middle",80,83,88,83,NA,NA,NA,NA,100,NA,86,NA,74,74,81,72,NA,NA,NA,NA,84,82,92,85,NA,NA,NA,NA,77,83,83,82,44,52,63,33,80,82,88,83,83,NA,NA,73,NA,89,NA,78,39,83
"Dickenson County Public Schools","Ridgeview High",86,68,88,81,NA,NA,NA,NA,NA,NA,NA,NA,84,63,85,73,NA,NA,NA,NA,89,72,92,86,NA,NA,NA,NA,83,65,83,75,52,44,82,46,87,69,87,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dickenson County Public Schools","Clintwood Elementary",87,86,93,95,NA,NA,NA,NA,NA,NA,NA,NA,79,80,85,87,NA,NA,NA,NA,92,84,94,90,NA,NA,NA,NA,83,87,92,98,69,64,84,87,87,85,93,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Red Hill Elementary",66,52,72,72,NA,NA,NA,NA,57,NA,29,NA,57,50,64,71,NA,NA,NA,NA,64,54,70,69,86,NA,86,NA,67,50,74,75,28,NA,39,NA,66,52,77,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland County Public Schools","Cumberland Middle",68,79,74,76,NA,NA,NA,NA,58,73,65,65,64,78,71,74,43,80,86,NA,79,84,82,79,67,100,94,86,58,73,67,74,28,37,38,28,77,80,80,81,64,NA,60,61,NA,69,NA,60,31,68
"Cumberland County Public Schools","Cumberland High",72,71,71,79,NA,NA,NA,NA,61,73,72,75,68,70,72,77,NA,43,67,83,71,68,79,75,NA,69,70,92,72,74,63,82,70,54,43,60,83,70,68,80,68,NA,67,65,NA,78,NA,60,58,76
"Cumberland County Public Schools","Cumberland Elementary",68,NA,87,NA,NA,NA,NA,NA,58,NA,84,NA,61,NA,84,NA,NA,NA,NA,NA,67,NA,83,NA,80,NA,80,NA,69,NA,90,NA,32,NA,64,NA,76,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper County Public Schools","Floyd T. Binns Middle",75,82,85,80,85,80,86,80,61,61,75,59,65,77,78,72,16,44,42,27,78,90,86,83,69,76,82,73,72,74,83,76,28,45,45,46,82,90,90,87,62,60,44,50,14,72,53,52,22,72
"Culpeper County Public Schools","Eastern View High",86,80,80,82,NA,100,100,100,72,74,79,70,77,74,80,77,33,49,66,43,90,81,86,85,86,74,80,74,82,79,74,79,48,43,55,44,93,86,82,89,85,NA,68,77,47,89,83,80,46,93
"Culpeper County Public Schools","Culpeper County High",79,79,74,83,83,100,100,92,65,68,63,71,63,68,60,71,14,43,40,26,86,80,79,84,81,71,67,69,72,78,68,82,18,55,28,43,82,84,78,89,77,83,62,57,14,86,80,68,12,79
"Culpeper County Public Schools","Farmington Elementary",67,86,87,70,100,NA,100,NA,49,69,72,50,55,81,82,61,34,100,73,21,70,90,90,71,51,88,80,55,63,79,84,68,18,20,46,13,88,91,97,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper County Public Schools","Sycamore Park Elementary",61,71,77,73,NA,NA,NA,NA,48,65,66,52,54,64,72,70,21,56,60,35,66,79,77,72,60,74,79,80,56,63,76,73,26,50,44,36,77,79,82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper County Public Schools","Emerald Hill Elementary",76,83,86,76,NA,NA,NA,NA,69,71,69,NA,63,70,78,59,14,NA,71,NA,77,82,87,78,59,100,84,75,74,83,84,74,50,58,54,40,78,86,89,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper County Public Schools","Yowell Elementary",75,82,87,74,100,NA,100,NA,60,77,81,60,66,81,83,61,52,NA,67,17,77,77,86,72,70,86,84,70,72,88,89,76,58,69,63,36,81,84,91,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper County Public Schools","A.G. Richardson Elementary",71,80,86,81,100,NA,100,NA,60,69,80,71,61,76,81,74,45,40,73,NA,72,78,86,82,69,77,83,70,70,82,87,80,38,46,51,42,75,82,90,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culpeper County Public Schools","Culpeper Middle",76,78,86,75,94,100,100,100,60,69,74,61,64,67,78,65,25,17,53,8,81,80,89,75,71,72,82,63,70,76,83,76,39,50,48,44,80,80,90,80,65,100,51,50,NA,73,64,55,38,68
"Culpeper County Public Schools","Pearl Sample Elementary",58,82,76,70,NA,NA,NA,NA,53,71,53,55,50,75,70,61,38,90,85,60,67,80,80,82,53,88,84,71,51,84,73,60,40,22,42,36,66,86,83,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Mary Carr Greer Elementary",54,80,65,67,60,NA,76,60,41,72,47,53,44,76,58,60,30,NA,56,52,60,84,64,65,38,78,62,60,48,75,66,68,27,67,43,54,78,95,85,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Crozet Elementary",69,87,83,77,NA,NA,NA,NA,86,NA,67,NA,39,83,61,50,0,NA,43,NA,72,82,82,79,30,50,50,33,66,91,84,76,36,75,56,63,72,92,87,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craig County Public Schools","Craig County High",79,70,70,91,NA,NA,NA,NA,NA,NA,NA,NA,70,61,63,89,NA,NA,NA,NA,81,64,76,92,NA,NA,NA,NA,77,76,66,90,46,50,52,73,79,71,70,91,70,NA,NA,64,NA,81,NA,58,45,71
"Craig County Public Schools","McCleary Elementary",72,89,77,63,NA,NA,NA,NA,NA,NA,NA,NA,70,93,76,60,NA,NA,NA,NA,82,85,81,77,NA,NA,NA,NA,63,92,74,43,38,82,55,31,72,89,77,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Scottsville Elementary",67,74,74,70,NA,NA,NA,NA,29,NA,71,NA,49,53,67,62,NA,NA,NA,NA,66,76,72,74,71,NA,71,NA,68,71,77,67,11,14,33,25,72,74,78,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Meriwether Lewis Elementary",87,80,94,85,100,NA,100,NA,NA,NA,NA,NA,67,20,67,20,NA,NA,NA,NA,89,81,95,87,64,NA,82,NA,85,80,93,83,64,71,77,71,89,80,95,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Stony Point Elementary",78,75,83,77,NA,NA,NA,NA,57,40,57,29,50,50,52,45,20,NA,33,NA,86,79,88,88,50,60,60,67,70,69,77,63,33,50,53,50,85,81,90,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarke County Public Schools","D.G. Cooley Elementary",65,75,76,77,NA,NA,NA,NA,67,NA,67,NA,40,72,62,56,18,NA,45,NA,61,74,73,72,55,86,73,63,69,75,78,83,27,14,27,50,68,73,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarke County Public Schools","Johnson-Williams Middle",74,83,88,83,60,NA,100,NA,60,NA,93,NA,52,72,73,59,30,NA,73,NA,76,86,88,86,61,88,81,76,73,79,88,79,35,53,61,47,76,82,89,84,74,NA,NA,41,NA,89,65,59,29,76
"Clarke County Public Schools","Boyce Elementary",66,92,76,76,NA,NA,NA,NA,NA,NA,NA,NA,51,80,56,69,0,NA,25,NA,68,92,73,72,38,NA,62,80,65,92,78,78,44,NA,56,50,72,95,81,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarke County Public Schools","Clarke County High",85,84,73,84,NA,NA,NA,80,NA,75,56,93,59,68,63,72,NA,63,33,17,88,84,79,87,61,78,68,76,81,85,68,82,50,51,49,52,89,85,76,86,77,NA,NA,48,NA,84,53,70,29,83
"Albemarle County Public Schools","Leslie H. Walton Middle",76,82,84,73,75,100,100,83,61,83,74,50,57,73,74,61,0,NA,40,NA,79,86,87,76,69,86,84,50,73,78,81,70,31,26,50,15,78,80,86,75,77,100,50,63,NA,83,71,70,12,77
"Chesterfield County Public Schools","Tomahawk Creek Middle",87,94,89,91,89,94,92,89,76,92,79,83,77,96,81,84,30,NA,40,20,90,95,90,92,83,93,90,89,84,93,88,90,50,77,55,56,89,94,90,93,81,93,67,68,NA,91,81,71,39,83
"Chesterfield County Public Schools","Elizabeth Davis Middle",76,80,83,79,87,91,95,89,75,76,82,74,64,71,73,70,10,20,42,15,81,83,85,77,64,76,76,74,71,78,80,81,47,52,53,46,80,83,85,84,78,92,82,71,NA,87,78,70,36,75
"Chesterfield County Public Schools","Alberta Smith Elementary",85,93,90,93,NA,NA,NA,NA,78,88,80,80,76,84,85,86,50,NA,75,NA,90,93,91,93,73,88,85,100,81,93,90,93,62,71,70,74,87,94,92,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Winterpock Elementary",89,92,92,96,93,100,97,100,81,88,88,100,77,88,84,90,NA,NA,NA,NA,89,89,89,94,93,87,96,100,89,94,94,98,50,59,63,79,89,92,92,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Elizabeth Scott Elementary",80,87,90,90,89,NA,100,90,76,82,88,80,71,81,86,86,51,71,76,60,79,88,90,85,68,83,83,87,81,86,91,94,56,80,78,64,92,91,96,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia School for the Deaf and Blind-StauntonPublic Schools","Virginia School For Blind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia School for the Deaf and Blind-StauntonPublic Schools","Virginia School For Deaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Cosby High",94,92,96,95,92,92,96,95,87,93,94,88,84,90,96,90,NA,NA,NA,NA,95,91,97,95,94,90,96,90,93,93,96,95,57,72,88,78,96,92,97,96,94,97,88,84,NA,95,91,92,70,95
"Virginia School for the Deaf and Blind-StauntonPublic Schools","Virginia School for the Deaf and Blind High",33,31,25,25,NA,NA,NA,NA,NA,NA,NA,NA,60,38,NA,21,NA,NA,NA,NA,17,29,NA,27,NA,NA,NA,20,50,33,NA,22,33,31,25,25,NA,NA,NA,57,36,NA,NA,50,NA,20,NA,50,36,NA
"Virginia School for the Deaf and Blind-StauntonPublic Schools","Virginia School for the Deaf and Blind Middle",53,100,40,13,NA,NA,NA,NA,50,NA,NA,NA,54,NA,40,20,NA,NA,NA,NA,78,NA,38,NA,NA,NA,NA,NA,30,NA,43,20,53,100,40,13,50,NA,33,NA,38,NA,NA,20,NA,NA,NA,20,38,NA
"Virginia School for the Deaf and Blind-StauntonPublic Schools","Virginia School for the Deaf and Blind Elementary",33,0,36,14,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,33,NA,38,17,NA,NA,NA,NA,NA,NA,NA,NA,33,0,36,14,50,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Spring Run Elementary",76,82,80,79,100,NA,89,NA,66,76,77,61,62,72,72,71,78,NA,44,NA,80,84,81,78,83,85,71,78,72,80,80,80,37,48,44,36,75,83,81,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Marguerite F. Christian Elementary",71,57,74,75,100,NA,100,100,62,42,62,65,58,42,63,63,33,NA,75,NA,69,50,65,67,63,75,75,79,73,62,83,85,44,35,63,39,82,69,88,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","James River High",90,82,85,82,89,88,83,88,80,65,75,66,71,64,75,66,16,33,60,33,91,82,88,85,65,60,70,60,90,82,82,79,50,61,63,58,99,92,92,92,79,76,66,56,11,84,49,75,39,93
"Chesterfield County Public Schools","Robious Middle",85,92,88,88,86,94,92,94,73,76,74,63,70,75,73,69,19,NA,55,18,88,91,90,90,68,79,75,74,81,92,85,87,55,74,68,63,90,96,92,93,83,89,56,63,NA,89,69,78,54,90
"Chesterfield County Public Schools","Clover Hill High",92,80,81,87,97,95,90,100,82,63,69,76,84,62,71,77,NA,NA,33,NA,93,79,83,88,75,71,78,80,91,81,80,87,58,50,49,60,98,87,88,93,80,100,64,62,NA,87,69,74,39,88
"Chesterfield County Public Schools","Robious Elementary",87,93,94,93,78,NA,90,NA,87,88,93,83,71,100,86,64,33,NA,71,NA,90,90,95,98,72,NA,78,71,84,96,93,88,64,78,79,69,88,93,96,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Salem Church Middle",73,70,71,77,85,NA,85,83,75,73,70,73,69,70,68,75,25,13,51,33,77,71,76,80,69,63,72,76,70,70,67,74,39,48,46,43,75,71,72,79,58,NA,61,55,29,70,57,47,20,56
"Chesterfield County Public Schools","Salem Church Elementary",72,78,79,66,NA,NA,NA,NA,67,68,70,52,72,76,77,57,54,57,65,29,73,69,76,60,75,85,84,61,72,88,81,71,40,71,65,55,72,81,80,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Reams Road Elementary",62,71,67,69,50,NA,63,NA,51,48,53,46,54,63,62,62,41,82,62,0,70,67,71,74,54,80,71,50,54,74,63,63,30,40,33,39,73,81,75,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Greenfield Elementary",87,92,90,88,87,100,90,88,73,95,83,55,68,81,80,69,43,NA,53,NA,90,90,89,86,70,63,71,77,85,94,91,90,48,83,53,44,92,96,95,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Providence Middle",70,75,79,73,80,83,94,80,66,70,74,70,64,68,74,63,17,33,53,12,76,75,85,71,61,66,78,55,65,75,74,76,37,35,47,34,85,88,88,93,72,83,64,64,NA,81,67,63,36,86
"Chesterfield County Public Schools","Falling Creek Middle",59,69,60,61,85,100,88,92,61,65,59,63,57,66,57,58,10,40,34,11,63,72,63,64,53,69,59,54,55,66,58,59,24,44,39,34,71,80,64,88,55,100,48,51,NA,63,62,49,19,67
"Chesterfield County Public Schools","Bellwood Elementary",68,69,73,82,67,NA,83,NA,68,64,75,83,65,59,72,80,52,92,63,63,68,72,71,73,59,83,64,75,67,67,75,89,49,20,61,69,86,61,86,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","J.B. Watkins Elementary",91,94,95,93,95,100,100,100,80,67,80,78,78,85,79,77,67,NA,75,NA,91,96,96,92,88,100,91,100,91,92,95,95,65,71,84,72,93,96,97,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Manchester High",86,80,83,79,75,90,96,85,75,74,77,70,80,71,73,69,9,41,58,37,90,79,86,78,86,75,79,72,82,81,80,81,60,55,64,53,92,84,86,86,76,93,66,65,0,80,67,73,42,83
"Chesterfield County Public Schools","Bailey Bridge Middle",76,78,82,80,93,100,95,100,64,61,71,65,60,58,67,61,33,NA,67,NA,79,79,84,79,67,71,79,73,73,76,80,81,39,46,55,46,81,84,85,85,78,100,64,67,NA,85,74,71,47,83
"Chesterfield County Public Schools","A.M. Davis Elementary",77,86,83,77,60,100,90,NA,74,83,83,65,76,86,82,67,59,80,73,63,82,84,87,83,77,89,81,79,73,88,80,72,49,46,51,63,82,79,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Thomas Dale High",87,71,82,79,93,90,95,90,80,64,78,70,79,57,72,68,67,17,37,14,91,69,84,78,87,62,72,73,84,73,80,80,45,48,67,58,92,78,88,87,74,90,64,63,0,78,66,69,39,81
"Chesterfield County Public Schools","Manchester Middle",75,74,80,84,93,87,91,97,69,68,76,74,66,61,72,75,24,25,48,38,77,75,81,84,64,56,74,77,72,74,78,83,38,38,52,48,88,93,88,95,70,87,61,55,25,77,58,63,22,88
"Chesterfield County Public Schools","Hopkins Road Elementary",68,80,82,73,NA,NA,NA,NA,68,82,79,77,64,75,80,67,51,61,77,56,70,73,81,75,68,71,84,69,65,86,83,72,39,78,64,36,63,100,83,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle County Public Schools","Agnor-Hurt Elementary",67,65,68,60,73,NA,82,60,42,40,40,45,48,50,52,33,24,NA,54,10,62,67,64,61,44,75,59,29,71,64,72,59,28,36,38,33,93,78,90,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Falling Creek Elementary",62,72,75,66,75,NA,100,100,61,64,66,58,61,67,77,70,42,77,75,33,69,76,76,72,59,81,81,68,55,68,74,60,18,33,30,25,80,63,75,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesterfield County Public Schools","Meadowbrook High",76,68,66,67,92,100,100,86,77,66,60,65,74,65,65,66,43,46,64,40,81,67,67,66,70,67,68,65,71,69,65,67,47,46,56,36,86,81,83,76,58,86,57,56,14,58,55,58,33,67
"Chesterfield County Public Schools","Crestwood Elementary",74,79,85,78,67,NA,100,NA,72,74,71,65,64,72,79,72,46,65,78,58,80,82,88,68,58,73,84,72,69,76,83,86,60,77,68,58,87,91,91,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
